NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,numbering_guide,location
,FDFL011 RB,FOG LAMP RH,Ford,FIESTA,4N21-15K201-AA,1,5.543808188,9.743156494,1.27199961,2005,2005,,,,,
14,FDSL011 NA,SIDE LAMP R=L CLEAR,Ford,FIESTA,9BVP-5NEV4-JJ,1,30.31990326,6.878536052,0.979578132,2003,2005,,,,,
15,FDL011 LA,TAIL LAMP LH,Ford,FIESTA,3N21-13404-AA,1,18.56810942,4.914782947,0.43394802,2003,2003,,,,,
,FDL011 RA,TAIL LAMP RH,Ford,FIESTA,3N21-13405-AA,1,4.890127304,3.816751492,2.14817151,2003,2003,,,,,
1,FDL011 LB,TAIL LAMP LH,Ford,FIESTA,3N22-13404-AA,1,9.13315455,5.259340657,0.98886989,2005,2005,,,,,
,FDL011 RB,TAIL LAMP RH,Ford,FIESTA,3N21-13405-AA,1,3.031307429,0.59180597,1.474156448,2005,2005,,,,,
2,FDMR011 LA,DOOR MIRROE LH (SPORT),Ford,FIESTA,5N21-17683-ABYYH5,1,10.55971397,20.64935269,0.738044845,2003,2005,,,,,
,FDMR011 RA,DOOR MIRROR RH,Ford,FIESTA,5N21-17682-ABYYH5,1,26.70145208,8.206866458,1.007236069,2003,2005,,,,,
3,FDMR011 LB,DOOR MIRROR LH (ELECTRIC),Ford,FIESTA,3N21-17683-CBXWAA,1,9.166678572,8.240291726,0.472899556,2003,2005,,,,,
,FDMR011 RB,DOOR MIRROR RH (ELECTRIC),Ford,FIESTA,3N21-17682-CBXWAA,1,11.43530666,3.144081422,0.847500658,2003,2005,,,,,
4,FDIF011 LA,INNER FENDER LH,Ford,FIESTA,3N21-16115-AA,1,8.883821509,5.753839213,1.644263097,2003,2005,,,,,
,FDIF011 RA,INNER FENDER RH,Ford,FIESTA,3N21-16114-AA,1,6.045156683,20.99853273,0.442654077,2003,2005,,,,,
5,FDSP011 NA,COVER FOR FRONT BUMPER,Ford,FIESTA,3N21-17A989-AAW,1,9.771724277,7.858207224,0.218419375,2003,2005,,,,,
6,FDSP012 NA,COVER FOR REAR BUMPER,Ford,FIESTA,3N21-17K835-ABW,1,8.871586463,11.0362987,0.518394155,2003,2005,,,,,
7,FDBP011 NA,BACK SPOILER,Ford,FIESTA,KSYX-XAL9H-Y7,1,7.210269925,5.467712036,1.012221025,2003,2005,,,,,
8,FDP011 NA,RADIATOR SUPPORT COVER,Ford,FIESTA,3M21-F8B384-AB,1,2.221336024,1.766679356,0.022282987,2003,2005,,,,,
9,FDR011 NA,RADIATOR SUPPORT,Ford,FIESTA,1N21-F110L76-AB,1,0.645191546,7.11377508,0.230965271,2003,2005,,,,,
10,FDBR011 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,YS61-A01K43-AA,1,2.185834784,6.509860246,0.796995347,2003,2005,,,,,
11,FDDT011 SA,DOOR TRIM SET,Ford,FIESTA,YS61-A25532-EBW,1,5.141508387,9.633511399,0.226572135,2003,2003,,,,,
12,FDDT011 SB,DOOR TRIM SET,Ford,FIESTA,3N21-8A133-ABW,1,4.83690237,20.47921962,0.109813564,2005,2005,,,,,
13,FDWC011 NA,"WHEEL COVER 16""",Ford,FIESTA,97BG-133,1,13.8802551,11.45943533,0.747118824,2005,2005,,,,,
14,EFB011 FD,ELECTRIC FAN,Ford,FIESTA,3N21-8C607-AD,1,17.88832681,7.274125307,1.621066632,2003,2005,,,,,
15,FDRF011 SP,GUIDING FOR RADIATOR,Ford,FIESTA,3M21-F8B38-4AB,1,2.033130621,2.213462917,0.030639661,2003,2005,,,,,
16,FDRF011 NA,FAN SHROUD,Ford,FIESTA,3N21-8C607-AD,1,10.50767246,6.529059955,0.995652701,2003,2005,,,,,
1,FDB015 NA,FRONT BUMPER ROUND FOG LAMP TYPE,Ford,FIESTA,9GKP-H49OV-N4,1,3.937652293,4.653864741,0.05118059,2009,2010,,,,,
2,FDBF015 CA,BUMPER FINISHER CHROME MOULDING LUXURY,Ford,FIESTA,99VW-9QTDX-R4,10,3.213102796,3.933069642,0.032004167,2009,2011,,,,,
3,FDBF015 NA,BUMPER FINISHER BK LUXURY 4-5 DOOR,Ford,FIESTA,8A61-17B968-D,25,31.0151347,25.64206713,0.450528308,2009,2010,,,,,
4,FDBF015 NB,BUMPER FINISHER BK SPORT,Ford,FIESTA,8A61-17B968-A,1,1.075633183,1.101142952,0.329124043,2009,2010,,,,,
5,FDSP015 LA,F. BUMPER FINISHER LH SPORT,Ford,FIESTA,8A69-17F909,1,0.065334686,0.064747068,0.001970459,2009,2010,,,,,
,FDSP015 RA,F. BUMPER FINISHER RH SPORT,Ford,FIESTA,8A69-17F908,1,0.07477163,0.060295552,0.001941272,2009,2010,,,,,
6,FDB016 NA,REAR BUMPER SEDAN 4 DOOR,Ford,FIESTA,DR86-50-YJ2ABB,1,4.37917746,5.620618794,0.068069078,2010,2012,,,,,
7,FDG015 NA,GRILLE BK,Ford,FIESTA,8A61-8200BC52CT,1,0.28999951,0.486627592,0.009445303,2009,2010,,,,,
8,FDHL013 LA,HEAD LAMP LH BK,Ford,FIESTA,8A69-13W030-AB,2,8.747465211,9.607770532,0.162133927,2009,2010,,,,,
,FDHL013 RA,HEAD LAMP RH BK,Ford,FIESTA,8A69-13W029-AB,2,8.148400763,9.431539467,0.175268903,2009,2010,,,,,
9,FDHL013 LB,HEAD LAMP LH EURO CLEAR,Ford,FIESTA,8A69-13W030-AB,1,20.23480142,8.292900215,0.81373174,2009,2010,,,,,
,FDHL013 RB,HEAD LAMP RH EURO CLEAR,Ford,FIESTA,8A69-13W029-AB,1,1.496513336,3.93181123,0.594433877,2009,2010,,,,,
10,FDFC015 LA,FOG LAMP COVER,Ford,FIESTA,8A6G-15A223-C,100,3.188847892,2.753926336,0.074920809,2009,2010,,,,,
,FDFC015 RA,FOG LAMP COVER,Ford,FIESTA,8A6G-15A222-C,100,2.649314033,3.08754613,0.071126923,2009,2010,,,,,
11,FDFC015 LB,FOG LAMP COVER SPORT TYPE,Ford,FIESTA,8A69-15A223-C,100,2.848147618,3.030583541,0.078665373,2009,2010,,,,,
,FDFC015 RB,FOG LAMP COVER SPORT TYPE,Ford,FIESTA,8A6G-15A222-C,100,2.554275807,3.118238718,0.06920276,2009,2010,,,,,
12,FDFL015 NA,FOG LAMP (R=L),Ford,FIESTA,2A11-15201-AB,1,28.60813385,5.209767792,0.074189809,2009,2010,,,,,
13,FDL015 LA,TAIL LAMP LH SEDAN,Ford,FIESTA,8A69-13405-A,1,11.03904166,5.853504817,0.429009578,2009,2010,,,,,
,FDL015 RA,TAIL LAMP RH SEDAN,Ford,FIESTA,8A69-13404-A,1,0.427695684,7.369864884,0.1694727,2009,2010,,,,,
14,FDRL015 LA,REFLECTOR TAIL LAMP LH CLEAR/CLEAR SEDAN (TH),Ford,FIESTA,8A69-13A603-A,6,5.664233267,5.737010366,0.029402844,2009,2010,,,,,
,FDRL015 RA,REFLECTOR TAIL LAMP RH CLEAR/RED SEDAN (TH),Ford,FIESTA,8A69-13A602-A,1,6.203320398,23.87770494,0.483453589,2009,2010,,,,,
15,FDRL015 LB,REFLECTOR TAIL LAMP LH CLEAR/RED,Ford,FIESTA,27SE-AE3IU-R1,1,10.7664684,10.01947867,0.633627948,2009,2010,,,,,
,FDRL015 RB,REFLECTOR TAIL LAMP RH CLEAR/CLEAR,Ford,FIESTA,3NLE-WA09W-A6,1,17.83037424,5.014269558,0.053677488,2009,2010,,,,,
1,FDMR015 LA,DOOR MIRROR LH,Ford,FIESTA,8A61-17683-,20,2.695114985,30.62475129,1.493940352,2009,2010,,,,,
,FDMR015 RA,DOOR MIRROR RH,Ford,FIESTA,8A61-17682-,20,2.431757704,27.85403293,0.538776824,2009,2010,,,,,
2,FDR015 NA,RADIATOR SUPPORT,Ford,FIESTA,DG80-53110,1,4.419946115,3.989160533,0.071956979,2009,2010,,,,,
3,FDRF013 NA,RADIATOR FANSHROUD+MOTOR,Ford,FIESTA,ZJ36-15025,1,0.876829799,0.918708445,0.025181977,2009,2010,,,,,
4,EFB013 FD,FAN BLADE,Ford,FIESTA,8A61-8C607-KAN,1,0.139126389,14.80375582,0.357415972,2009,2010,,,,,
5,FDP015 CA,F. BUMPER LOWER PANEL,Ford,FIESTA,8A61-17B769,10,0.52256499,0.451587438,0.00751517,2009,2010,,,,,
6,FDP015 NA,F. BUMPER PROTECTOR,Ford,FIESTA,8A61-8B384,10,11.49214019,10.83324676,0.27872211,910,910,,,,,
7,FDP016 CA,R. BUMPER ABSORBER,Ford,FIESTA,DK49-50-YJ4,1,30.75552936,7.475436452,0.663435645,2009,2010,,,,,
8,FDBR015 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,DG80-50-070C,1,3.778115802,4.76517126,0.031558124,2009,2011,,,,,
9,FDBR016 NA,R. BUMPER REINFORCEMENT,Ford,FIESTA,8A69-17B861,1,3.595641088,3.761690722,0.029052063,2009,2010,,,,,
10,FDIF013 LA,INNER FENDER LH,Ford,FIESTA,8A69-16115-A,10,12.6355233,10.62430891,0.037976617,2009,2010,,,,,
,FDIF013 RA,INNER FENDER RH,Ford,FIESTA,8A69-16114-A,10,9.836871113,12.87849046,0.038380361,2009,2010,,,,,
11,FDBS016 LA,REAR BUMPER BRACKET LH (BIG) 4DR.,Ford,FIESTA,8A69-17B882-A,20,2.633581409,2.210553281,0.031732415,2009,2009,,,,,
,FDBS016 RA,REAR BUMPER BRACKET RH (BIG) 4DR.,Ford,FIESTA,8A69-17B881-A,20,2.489626832,2.47254189,0.027351525,2009,2009,,,,,
12,FDBS016 LB,R. BUMPER SUPPORT LH SMALL,Ford,FIESTA,8A69-17B882-B,1,0.273757465,8.928500631,0.077167504,2009,2010,,,,,
,FDBS016 RB,R. BUMPER SUPPORT RH SMALL,Ford,FIESTA,8A69-17B881-B,1,23.99915299,10.48055381,0.224010638,2009,2010,,,,,
13,FDBS016 LM,REAR BUMPER BRACKET LH (SMALL) 4DR.,Ford,FIESTA,8A69-17A882-B,20,2.454061508,2.400128015,0.02752659,2009,2009,,,,,
,FDBS016 RM,REAR BUMPER BRACKET RH (SMALL) 4DR.,Ford,FIESTA,8A69-17A881-B,20,2.441212503,2.576401407,0.032644184,2009,2009,,,,,
14,FDEC013 NA,ENGING COVER,Ford,FIESTA,18-880A,1,3.011705651,2.086946536,1.241250265,2009,2010,,,,,
15,FDAH013 NA,AIR HOUSE CLEANING,Ford,FIESTA,ZJ36-13Z-02A,1,0.269946773,1.378878023,0.054781409,2009,2010,,,,,
16,FDAH013 SP,AIR FILTER INTAKE,Ford,FIESTA,ZJ38-132-00B,1,5.907813957,6.934150641,0.657613938,2009,2010,,,,,
17,FDWT013 NA,CLEANING WATER TANK,Ford,FIESTA,8A61-17618,1,0.67608752,0.599775714,0.280010472,2009,2010,,,,,
18,FDTR013 NA,COOLING WATER TANK,Ford,FIESTA,ZL36-15350,1,0.175228147,0.189356615,0.22144361,2009,2010,,,,,
1,FDB015 NA,FRONT BUMPER ROUND FOG LAMP TYPE,Ford,FIESTA,HHEE-TLWOB-RA,1,3.668204066,5.397730746,0.043971024,2009,2010,,,,,
2,FDB014 NA,REAR BUMPER BK,Ford,FIESTA,8A61-17906BGXWAA,1,2.746786305,3.278510824,0.050850235,2009,2010,,,,,
3,FDP014 NA,REAR BUMPER LOWER SPORT,Ford,FIESTA,8A61-17D781-AB5ZT,1,1.547457087,1.707758366,0.020802672,2009,2010,,,,,
4,FDP014 NB,REAR BUMPER LOWER,Ford,FIESTA,8A69-17D881-,1,0.98994603,1.049203006,0.019085326,2009,2010,,,,,
5,DN28-51-040G,HEAD LAMP ASSY LH,Ford,FIESTA (B299),DN28-51-040G,1,2.274428337,4.030633718,0.080036244,2011,2011,,,,,
,DN28-51-030J,HEADLAMP ASSY RH,Ford,FIESTA (B299),DN28-51-030J,1,2.238928151,4.648382771,0.073921641,2011,2011,,,,,
6,FDL013 LA,TAIL LAMP LH 3 & 5 DOOR,Ford,FIESTA,8A61-13405-A,2,5.934925648,8.473531463,0.173132401,2009,2010,,,,,
,FDL013 RA,TAIL LAMP RH 3 & 5 DOOR,Ford,FIESTA,8A61-13404-A,2,5.640312585,7.590711998,0.204302261,2009,2010,,,,,
7,FDRL013 LA,"REFLECTOR BUMPER WITH FOG LAMP
LH CLEAR/RED 3 & 5 DOOR",Ford,FIESTA,8A69-13A603-A,1,0.667235544,3.269273954,0.666289881,2009,2010,,,,,
,FDRL013 RA,"REFLECTOR BUMPER RH CLEAR/RED
3 & 5 DOOR",Ford,FIESTA,8A69-13A602-A,6,4.865733014,6.040650795,0.031208298,2009,2010,,,,,
8,FDBL013 NA,STOP LAMP,Ford,FIESTA,8A61-13A613-AA,1,14.29572868,8.869664061,2.380356944,2009,2010,,,,,
9,FDP014 SP A,REAR BUMPER COVER,Ford,FIESTA,8A69-17K-922,1,6.151223681,1.977114307,0.116380928,2010,2010,,,,,
10,FDP014 SP B,REAR BUMPER COVER SPORT,Ford,FIESTA,8A61-17K-922,1,3.415817711,2.153786848,0.328868337,2010,2010,,,,,
11,FDBP013 NA,BACK SPOILER,Ford,FIESTA,8A69-44210,1,0.015962526,14.91595329,0.760662106,2009,2010,,,,,
12,FDLP014 NA,REAR LICENSE PLATE,Ford,FIESTA,ZMJI-ROK7P-52,1,15.90444759,1.25126745,1.233331425,2010,2010,,,,,
1,FDBR015 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,DG80-50-070C,1,4.085572179,4.396937367,0.026366213,2009,2011,,,,,
2,FDBR014 CA,REAR BUMPER REINFORCEMENT,Ford,FIESTA,8A61-17B881,1,0.312507179,0.317374297,0.005693696,2009,2010,,,,,
3,FDBS014 LB,REAR BUMPER BRACKET 5 DOOR LH,Ford,FIESTA,8A61-17A882-AD,10,2.390170287,2.259307499,0.140190289,2009,2009,,,,,
,FDBS014 RB,REAR BUMPER BRACKET 5 DOOR RH,Ford,FIESTA,8A61-17A881-AD,1,3.678021644,23.97002716,0.321962668,2009,2009,,,,,
4,FDBS014 LA,REAR BUMPER SUPPORT 4 DOOR LH,Ford,FIESTA,8A69-17B882-A,1,7.023611656,9.609973464,0.109545398,2009,2009,,,,,
,FDBS014 RA,REAR BUMPER SUPPORT 4 DOOR RH,Ford,FIESTA,8A69-17B881-A,10,2.275648478,2.468088947,0.132344213,2009,2009,,,,,
5,EFB013 FD,FAN BLADE,Ford,FIESTA,8A61-8C607-KAN,1,8.619575764,5.866481429,0.56219868,2009,2010,,,,,
1,FDB013 NA,FRONT BUMPER W/O FOG LAMP TYPE,Ford,FIESTA,8A61-17757ACXWAA,1,3.00320704,3.085409247,0.062334417,2009,2010,,,,,
2,FDB014 NA,REAR BUMPER BK,Ford,FIESTA,8A61-17906BGXWAA,1,2.844348569,2.774018671,0.051733869,2009,2010,,,,,
3,FDP014 NA,REAR BUMPER LOWER SPORT,Ford,FIESTA,8A61-17D781-AB5ZT,1,1.482269556,1.435194937,0.019374897,2009,2010,,,,,
4,FDP014 NB,REAR BUMPER LOWER,Ford,FIESTA,8A69-17D881-,1,1.036503987,1.034365542,0.018346552,2009,2010,,,,,
5,FDL013 LA,TAIL LAMP LH 3 & 5 DOOR,Ford,FIESTA,8A61-13405-A,2,5.828555444,8.014748364,0.209955135,2009,2010,,,,,
,FDL013 RA,TAIL LAMP RH 3 & 5 DOOR,Ford,FIESTA,8A61-13404-A,2,5.993657724,8.179057707,0.223370688,2009,2010,,,,,
6,FDRL013 LA,"REFLECTOR BUMPER WITH FOG LAMP
LH CLEAR/RED 3 & 5 DOOR",Ford,FIESTA,8A69-13A603-A,1,2.024482689,9.989899237,1.225191298,2009,2010,,,,,
,FDRL013 RA,"REFLECTOR BUMPER RH CLEAR/RED
3 & 5 DOOR",Ford,FIESTA,8A69-13A602-A,6,5.315692192,5.724156726,0.028488594,2009,2010,,,,,
7,FDBL013 NA,STOP LAMP,Ford,FIESTA,8A61-13A613-AA,1,11.07529413,1.152781873,0.466695487,2009,2010,,,,,
8,FDBR013 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,1O3J-70FLL-PW,1,4.613354918,4.94074953,0.050503462,2009,2010,,,,,
9,FDBR014 CA,REAR BUMPER REINFORCEMENT,Ford,FIESTA,8A61-17B881,1,0.293902821,0.287523149,0.005191833,2009,2010,,,,,
10,FDBP013 NA,BACK SPOILER,Ford,FIESTA,8A69-44210,1,1.719490396,9.776505314,0.131524739,2009,2010,,,,,
11,FDLP014 NA,REAR LICENSE PLATE,Ford,FIESTA,L9MN-GS1XA-GS,1,17.51972054,17.52656739,1.713340253,2010,2010,,,,,
12,FDP014 SP,REAR COVER PART,Ford,FIESTA 5 DOOR,FDP014 SP,1,3.542918013,3.813335698,0.884697816,2009,2010,,,,,
13,FDBS014 LA,R. BUMPER BRACKET LH,Ford,FIESTA,8A69-17A862-B,1,0.673140484,11.61506109,1.638360355,2010,2010,,,,,
,FDBS014 RA,R. BUMPER BRACKER RH,Ford,FIESTA,8A61-17A881,10,2.237220031,2.385093855,0.125738437,2010,2010,,,,,
14,FDBS014 LA,R. BUMPER BRACKET LH,Ford,FIESTA,8A61-17A882,1,8.553539589,6.058454019,0.236640392,2010,2010,,,,,
,FDBS014 RA,R. BUMPER BRACKER RH,Ford,FIESTA,8A61-17A881,10,2.58146323,2.34764271,0.155869636,2010,2010,,,,,
1,FDB017 NA,FRONT BUMPER,Ford,FIESTA,D2BZ-17-757AB,1,23.08206925,6.608279709,0.048530499,2013,2014,,,,,
2,FDG017 NA,GRILLE BK/CP,Ford,FIESTA,C1BB-17968-AA,10,1.036151003,0.912335176,0.218358135,2013,2014,,,,,
3,D5BB-17-K945BA5UAW,BUMPER FINISHER,Ford,FIESTA,D5BB-17-K945BA5UAW,1,0.938333823,1.522994873,0.015007949,2013,2014,,,,,
4,FDBF017 NA,BUMPER FINISHER,Ford,FIESTA,D5BB-17-K945B,1,0.568858745,0.459192147,0.007521636,2013,2014,,,,,
5,FDP017 CA,FRONT BUMPER LOWER,Ford,FIESTA,C1BB-17B769-AA,1,0.466103581,0.461836104,0.006922153,2013,2014,,,,,
6,D5BB-17-906FAXUAA,REAR BUMPER,Ford,FIESTA,D5BB-17-906FAXUAA,1,3.622083541,4.436424829,0.671052484,2013,2014,,,,,
7,FDHL017 LA,HEAD LAMP LH,Ford,FIESTA,D5BB-13W030-E,1,11.57973866,11.77260861,0.478875611,2013,2014,,,,,
,FDHL017 RA,HEAD LAMP RH,Ford,FIESTA,D5BB-13W029-A,1,5.641012051,4.152006757,0.089026267,2013,2014,,,,,
8,FDFC017 LA,FOG LAMP COVER W/O HOLE LH,Ford,FIESTA,D5BB-15A222-H,20,24.18792599,25.34481035,0.462465808,2013,2014,,,,,
,FDFC017 RA,FOG LAMP COVER W/O HOLE RH,Ford,FIESTA,D5BB-15A222-G,20,29.02902803,25.08360631,0.381462787,2013,2014,,,,,
9,FDFC017 LB,FOG LAMP COVER W/HOLE LH,Ford,FIESTA,C1BB-15A222-D,20,22.99296823,25.57524155,0.484953207,2013,2014,,,,,
,FDFC017 RB,FOG LAMP COVER W/HOLE RH,Ford,FIESTA,C1BB-15A222-C,20,25.34890641,28.48589438,0.373880437,2013,2014,,,,,
10,FDL017 LA,TAIL LAMP HATCHBACK 5 DOOR LH,Ford,FIESTA 5 DOOR,D5BB-13405-BB,1,6.335607567,1.601287015,2.030621685,2013,2014,,,,,
,FDL017 RA,TAIL LAMP HATCHBACK 5 DOOR RH,Ford,FIESTA 5 DOOR,D5BB-13404-BB,1,9.763553067,12.76960247,1.086091815,2013,2014,,,,,
11,DN24-69-12Z,SIDE MIRROR RH,Ford,FIESTA,DN24-69-12ZA95/DN246912Z95,1,11.97633128,6.535894009,0.439895797,2013,2013,,,,,
,DN24-69-18Z,SIDE MIRROR LH,Ford,FIESTA,DN24-69-18Z95/DN246918Z,1,5.71909479,6.533896158,0.047526194,2013,2013,,,,,
12,D6BB-17-683BA5YYW,SIDE VIEW MIRROR ASSY LH,Ford,FIESTA,D6BB-17-683BA5YYW,1,0.903561577,1.077601921,0.009421336,2014,2014,,,,,
,D6BB-17-682DA5YYW,SIDE MIRROR ASSY RH,Ford,FIESTA,D6BB-17-682DA5YYW,1,1.010175656,1.107988138,0.009232619,2013,2014,,,,,
13,DK49-69-1N7CAA,SIDE VIEW MIRROR COVER LH,Ford,FIESTA,DK49-69-1N7CAA,1,3.848587539,1.98759005,1.803210147,2014,2014,,,,,
14,FDBS017 NA,FRONT BUMPER SUPPORT,Ford,FIESTA,C1BB-17H763-AD,20,3.985974863,3.876136645,0.240094597,2013,2014,,,,,
1,FDP017 NA,FRONT BUMPER PROTECTOR,Ford,FIESTA,C1BB-8B384-AB,1,11.1603883,24.19078924,1.202571849,2013,2014,,,,,
2,FDF017 LA,FENDER LH,Ford,FIESTA,6K3P-8NUJ0-AZ,1,3.478763808,4.605609275,0.076710285,2013,2014,,,,,
,FDF017 RA,FENDER RH,Ford,FIESTA,RH2V-BQJAW-38,1,3.854719177,3.703992371,0.071087343,2013,2014,,,,,
3,DN24-59020 C,FRONT DOOR LH,Ford,FIESTA,DN24-59020 C,1,7.253168924,9.717058918,0.152723878,2013,2014,,,,,
,DN24-58020 C,FRONT DOOR RH,Ford,FIESTA,DN24-58020 C,1,8.153219464,10.26609955,0.150778706,2013,2014,,,,,
4,DN24-73020 B,REAR DOOR LH,Ford,FIESTA,DN24-13020 B,1,13.69615353,17.50629817,0.22288181,2013,2014,,,,,
,DN24-72020 B,REAR DOOR RH,Ford,FIESTA,DN24-72020 B,1,13.52216903,14.74177259,0.181894256,2013,2014,,,,,
5,FDH017 NA,HOOD,Ford,FIESTA,PD6B-BA-16610AB,1,11.72778548,15.27535534,0.105213773,2013,2014,,,,,
6,DN24-62-020A,TAIL GATE SHELL,Ford,FIESTA,PAA69A40400AC,1,17.89428874,3.408726156,0.199982483,2013,2013,,,,,
7,FDIF013 LA,FENDER LINER LH,Ford,FIESTA,8A69-16115-AF,10,11.53959458,10.48911718,0.041732461,2009,2014,,,,,
,FDIF013 RA,FENDER LINER RH,Ford,FIESTA,8A69-16114-AF,10,12.07621355,10.4813117,0.03706009,2009,2014,,,,,
8,FDMG017 SA,MUD FLAP 4PCS/SET,Ford,FIESTA,9NMQ-CTWZV-7Q,1,6.004388292,3.015370138,0.547867571,2013,2014,,,,,
9,DK49-50-22102,REAR BUMPER LOWER,Ford,FIESTA,CA6Z-17-K835AA,1,4.571662241,3.530705745,1.285512678,2013,2013,,,,,
1,FDB020 NA,REAR BUMPER SEDAN/4 DOOR,Ford,FIESTA,D5BB-17906-ACXUAA,1,17.48660007,12.90454114,0.057958896,2013,2016,,,,,
2,FDL019 LA,TAIL LAMP LH,Ford,FIESTA,D2BZ-13-405B,1,4.389592661,2.724509922,0.319619751,2013,2016,,,,,
,FDL019 RA,TAIL LAMP RH,Ford,FIESTA,D2BZ-13-404B,1,3.967777933,2.273277831,0.455188948,2013,2016,,,,,
3,FDRL019 LA,REFLECTOR TAIL LAMP LH,Ford,FIESTA,D2BZ-13-405C,1,4.568851673,1.021184396,1.025755695,2013,2016,,,,,
,FDRL019 RA,REFLECTOR TAIL LAMP RH,Ford,FIESTA,D2BZ-13-404C,1,7.332535412,8.934442084,0.775903155,2013,2016,,,,,
4,DA2D-51-180A,TAIL LAMP ASSY LH,Ford,FIESTA,DA2D-51-180A,1,0.738817639,0.917011471,0.04267771,2013,2014,,,,,
5,DK49-50-22102,REAR BUMPER LOWER,Ford,FIESTA,CA69-17-D781AA5ZCT,1,10.07289477,15.15824311,2.611145069,2013,2013,,,,,
1,FDB103 NA,FRONT BUMPER,Ford,FIGO,1892816,1,5.127158759,4.568486302,0.05716978,2016,2018,,,,,
2,FDB103 NB,FRONT BUMPER W/HOOK HOLE & FINISHER INDIA,Ford,FIGO / ASPIRE,1892816(MX),1,3.33628195,3.86925957,0.060199512,2016,2017,,,,,
3,FDB104 NA,REAR BUMPER SEDAN,Ford,FIGO,1895234(MX),1,3.586568449,4.075797813,0.060037518,2016,2018,,,,,
4,FDB106 NA,REAR BUMPER H/B,Ford,FIGO,1895249(MX),1,4.239919358,4.638517119,0.055770051,2016,2017,,,,,
5,FDG103 NA,GRILLE SETS CP/BK,Ford,FIGO,E3B5-17B968-DB(BASE),5,7.025517256,7.894650686,0.137325671,2016,2018,,,,,
6,FDF103 LA,FENDER W/O SIDE LAMP HOLE LH,Ford,FIGO,1904951,1,3.328314479,4.105199195,0.060762897,2016,2016,,,,,
,FDF103 RA,FENDER W/O SIDE LAMP HOLE RH,Ford,FIGO,1904950,1,3.333199407,4.450069081,0.060992232,2016,2016,,,,,
7,FDF103 LB,FENDER W/SIDE LAMP HOLE LH,Ford,FIGO,1904951,1,3.143036517,3.941759042,0.059968014,2016,2016,,,,,
,FDF103 RB,FENDER W/SIDE LAMP HOLE RH,Ford,FIGO,1904950,1,3.278759944,3.788704076,0.057554353,2016,2016,,,,,
8,FDH103 NA,HOOD,Ford,FIGO,1906588,1,16.72680903,16.8477695,0.109601788,2016,2016,,,,,
1,J7BZ-17757-OA,FRONT BUMPER,Ford,FIGO,J7BZ-17757-OA,1,19.81477729,21.67226361,0.003264894,2020,2020,,,,,
1,FDB041 NA,FRONT BUMPER,Ford,FORD-FOCUS,4M51-17757-AA,1,3.717827812,8.784773486,0.056193819,2005,2005,,,,,
2,FDB042 NA,REAR BUMPER,Ford,FORD-FOCUS,5M51-F17906-BEXWAA,1,19.90807888,0.979317457,0.05431441,2005,2005,,,,,
3,FDG041 NA,GRILLE CP,Ford,FOCUS,5M51-82-00AB,1,1.057827978,1.023729928,0.088173965,2005,2007,,,,,
4,FDHL041 LA,HEAD LAMP LH,Ford,FORD-FOCUS,5M51-13W030-CC,1,2.459675929,19.84208494,0.31131739,2005,2005,,,,,
,FDHL041 RA,HEAD LAMP RH,Ford,FORD-FOCUS,5M51-13W029-CC,1,11.94104527,11.03400948,1.685858548,2005,2005,,,,,
5,FDHL041 LB,HEAD LAMP LH MB RIM,Ford,FORD-FOCUS,5M51-13W030-AB,1,10.81683024,3.775935269,0.871246828,2005,2005,,,,,
,FDHL041 RB,HEAD LAMP RH BK RIM,Ford,FORD-FOCUS,5M51-13W029-AB,1,17.28048555,15.46225994,0.340729184,2005,2005,,,,,
6,FDHL041 LC,HEAD LAMP LH XENON,Ford,FORD-FOCUS,5M51-13W030-CC,1,2.092588221,16.51923502,0.337593494,2005,2005,,,,,
,FDHL041 RC,HEAD LAMP RH XENON,Ford,FORD-FOCUS,5M51-13W029-CC,1,8.554380765,9.208051535,0.46322669,2005,2005,,,,,
7,FDFC041 LA,FOG LAMP COVER LH W/O HOLE,Ford,FORD-FOCUS,4M51-19952-B,1,12.94250339,12.86137581,0.678104031,2005,2005,,,,,
,FDFC041 RA,FOG LAMP COVER RH W/O HOLE,Ford,FORD-FOCUS,4M51-19951-B,1,14.19022481,15.58259616,0.422671624,2005,2005,,,,,
8,FDFC041 LB,FOG LAMP COVER LH W/HOLE,Ford,FORD-FOCUS,4M51-19953-A/1337349,1,7.38391512,10.48317584,1.955327075,2005,2005,,,,,
,FDFC041 RB,FOG LAMP COVER RH W/HOLE,Ford,FORD-FOCUS,4M51-19952-A/1337347,1,4.895726992,6.176356051,1.343671584,2005,2005,,,,,
9,FDFL041 LA,FOG LAMP LH,Ford,FORD-FOCUS,3M51-15K202-AA,1,4.809997165,11.99217683,0.18174761,2005,2005,,,,,
,FDFL041 RA,FOG LAMP RH,Ford,FORD-FOCUS,3M51-15K201-AA,1,9.939811241,6.19985085,0.208430192,2005,2005,,,,,
