NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,front/back,location
,FDRL013 RA,"REFLECTOR BUMPER RH CLEAR/RED
3 & 5 DOOR",Ford,FIESTA,8A69-13A602-A,6,4.87,6.04,0.03,"2,009","2,010",,,,,
,FDRL013 RA,"REFLECTOR BUMPER RH CLEAR/RED
3 & 5 DOOR",Ford,FIESTA,8A69-13A602-A,6,5.32,5.72,0.03,"2,009","2,010",,,,,
7,FDRL013 LA,"REFLECTOR BUMPER WITH FOG LAMP
LH CLEAR/RED 3 & 5 DOOR",Ford,FIESTA,8A69-13A603-A,1,0.67,3.27,0.67,"2,009","2,010",,,,,
6,FDRL013 LA,"REFLECTOR BUMPER WITH FOG LAMP
LH CLEAR/RED 3 & 5 DOOR",Ford,FIESTA,8A69-13A603-A,1,2.02,9.99,1.23,"2,009","2,010",,,,,
3,FDRL019 LA,REFLECTOR TAIL LAMP LH,Ford,FIESTA,D2BZ-13-405C,1,4.57,1.02,1.03,"2,013","2,016",,,,,
14,FDRL015 LA,REFLECTOR TAIL LAMP LH CLEAR/CLEAR SEDAN (TH),Ford,FIESTA,8A69-13A603-A,6,5.66,5.74,0.03,"2,009","2,010",,,,,
15,FDRL015 LB,REFLECTOR TAIL LAMP LH CLEAR/RED,Ford,FIESTA,27SE-AE3IU-R1,1,10.77,10.02,0.63,"2,009","2,010",,,,,
,FDRL019 RA,REFLECTOR TAIL LAMP RH,Ford,FIESTA,D2BZ-13-404C,1,7.33,8.93,0.78,"2,013","2,016",,,,,
,FDRL015 RB,REFLECTOR TAIL LAMP RH CLEAR/CLEAR,Ford,FIESTA,3NLE-WA09W-A6,1,17.83,5.01,0.05,"2,009","2,010",,,,,
,FDRL015 RA,REFLECTOR TAIL LAMP RH CLEAR/RED SEDAN (TH),Ford,FIESTA,8A69-13A602-A,1,6.2,23.88,0.48,"2,009","2,010",,,,,
10,FDBR045 CA,REINFORCE FOR LOWER BUMPER,Ford,FOCUS,5M5J-17B909-DA,1,1.15,5.16,1.62,"2,007","2,008",,,,,
,FDBS045 LA,REINFORCE STRIP LOWER BUMPER LH,Ford,FOCUS,5M5J-17B909-AB,1,3.73,2.65,2.16,"2,007","2,008",,,,,
11,FDBS045 RA,REINFORCE STRIP LOWER BUMPER RH,Ford,FOCUS,5M5J-17B909-BB,1,5.47,21.33,1.14,"2,007","2,008",,,,,
13,WL81-15-350A,RESERVE TANK,Ford,FORD RANGER,WL81-15-350C,1,3.01,5.16,0.03,"1,999","2,001",,Tank Reserve,,Back,Single Part
11,WL81-15-350A,RESERVE TANK,Ford,FORD RANGER,WL81-15-350C,1,0.36,0.37,0,"1,999","2,001",,Tank Reserve,,Back,Single Part
,UD2G-51-W70B,RH BUMPER FLARE,Ford,RANGER,UD2G-51-W70B,1,0.33,0.63,0.02,"2,006","2,009",,Bumper Panel Flare,,Back,Right Side
,UD2G-51-W7001,RH BUMPER FLARE,Ford,RANGER,UD2G-51-W7001,1,0.38,0.55,0.02,"2,006","2,009",,Bumper Panel Flare,,Back,Right Side
1,US87-50-790A,RH COWL TOP LOUVER RHD,Ford,EVEREST,UR87-50-790A,1,7.21,1.08,0.4,"2,011","2,014",,Grille,,Back,Right Side
7,8-98074-258-5,RH FRT BUMP RETAINER,Isuzu,D-MAX,8-98074-258-5,1,0.16,0.15,0,"2,015","2,015",,Bumper,,Back,Right Side
,UD2G-51-W20D01,RH GUARD FLARE PK,Ford,RANGER,UD2G-51-W20D01/F01,1,12.73,5.38,0.21,"2,009","2,009",,Bumper Panel Flare,,Back,Right Side
,UN08-69-120C,RH MIRROR,Ford,RH MIRROR,UN08-69-120C,1,1.37,1.95,0.01,"1,998","2,002",,Door Mirror,,Back,Right Side
,UD2D-51-120A,RH REPEATER LAMP PK,Ford,RANGER,UD2D-51-120A,1,0.03,0.04,0,"2,009","2,009",,Rear Bumper Lamp,,Back,Right Side
,CN15-17-E730AA,RH SIDE MIRROR LOWER COVER,Ford,ECOSPORT,CN15-17-E730AA,1,0.04,0.08,0,"2,015","2,018",,Door Mirror,,Back,Right Side
,8-98238-273-0,RHR BUMPER CORNER CP,Isuzu,D-MAX,8-98238-273-0,1,2.18,2.33,0.03,"2,012","2,016",,Bumper,,Back,Right Side
10,RB-012 IZ,ROLL BAR PU/ STEEL,Isuzu,ISUZU D-MAX,RB-012 IZ,1,16.98,15.4,0.14,"2,003","2,006",,Center Bearing Support,,Back,Single Part
4,8-93290-859-1,ROOF (4 DRS.),Isuzu,D-MAX,8-93290-859-1,1,9.93,15.83,0.28,"2,003","2,005",,Cabin Roof Panel,,Front,Single Part
2,8-93290-859-1,ROOF (4 DRS.),Isuzu,D-MAX,8-93290-859-1,1,10.58,15.74,0.28,"2,003","2,005",,Cabin Roof Panel,,Front,Single Part
17,8-98103-960-3,ROOF (DOUBLE CAB),Isuzu,ALL NEW DMAX,8-98103-960-3,1,16.25,15.54,0.33,"2,012","2,016",,Cabin Roof Panel,,Front,Single Part
4,UR63-70-600,ROOF 4 DOOR WITH BRAKE LAMP,Ford,RANGER,UR63-70-600,1,18,21.79,0.34,"2,006","2,010",,Cabin Roof Panel,,Front,Single Part
6,UR6370600,ROOF 4X4,Ford,RANGER,UR6370600,1,14.31,14.89,0.34,"2,010","2,010",,,,,
11,8-98084-142-2,ROOF BRAKE LAMP OEM,Isuzu,D-MAX,8-98084-142-2,1,0.31,0.52,0,"2,012","2,016",,Cabin Roof Panel,,Front,Single Part
3,8-97405-901-0,ROOF CUSHION 4 DOOR GRAY,Isuzu,D-MAX,8-97405-901-0,1,8.68,11.03,0.09,"2,003","2,006",,Cabin Roof Panel,,Front,Single Part
18,8-98103-957-3,ROOF DTF TIS,Isuzu,D-MAX,8-98103-957-3,1,11.24,13.38,0.31,"2,013","2,013",,Cabin Roof Panel,,Front,Single Part
9,8-97235-281-3,ROOF INNER PILLAR CENTER,Isuzu,D-MAX,8-97235-281-3,1,0.46,0.45,0,"2,009","2,009",,Cabin Roof Panel,,Front,Single Part
10,8-97235-282-3,ROOF INNER PILLAR OUTER 1ST,Isuzu,D-MAX,8-97235-282-3,1,0.71,0.56,0,"2,009","2,009",,Cabin Roof Panel,,Front,Single Part
6,8-93291-041-1,ROOF INNER PILLAR OUTER 2ND,Isuzu,D-MAX,8-93291-041-1,1,0.35,0.33,0,"2,009","2,009",,Cabin Roof Panel,,Front,Single Part
11,8-98011-826-0,ROOF INNER PILLAR OUTER 3RD,Isuzu,D-MAX,8-98011-826-0,1,0.71,0.9,0.01,"2,009","2,009",,Cabin Roof Panel,,Front,Single Part
7,8-97235-276-4,ROOF INNER PILLAR OUTER 4TH,Isuzu,D-MAX,8-97235-276-4,1,0.77,0.93,0.01,"2,009","2,009",,Cabin Roof Panel,,Front,Single Part
8,8-97235-279-3,ROOF INNER PILLAR OUTER 5TH,Isuzu,D-MAX,8-97235-279-3,1,0.34,0.3,0,"2,009","2,009",,Cabin Roof Panel,,Front,Single Part
12,UH71-70-050,ROOF INNER RAIL RH,Ford,RANGER,UH71-70-050,1,0.29,0.32,0.01,"2,002","2,002",,Cabin Roof Panel,,Front,Single Part
8,8-97363-021-0,ROOF MOULDING 2 DOOR LH,Isuzu,D-MAX,8-97363-021-0,1,2.51,3.1,1.28,"2,002","2,005",,Cabin Roof Panel,,Front,Single Part
,8-97363-020-0,ROOF MOULDING 2 DOOR RH,Isuzu,D-MAX,8-97363-020-0,1,2.09,5.43,1.08,"2,002","2,005",,Cabin Roof Panel,,Front,Single Part
11,UH71-71-251,ROOF OUTER RAIL LH,Ford,RANGER,UH71-71-251,1,0.4,0.43,0,"2,002","2,002",,Cabin Roof Panel,,Front,Single Part
,UH71-70-251,ROOF OUTER RAIL RH,Ford,RANGER,UH71-70-251,1,0.46,0.43,0,"2,002","2,002",,Cabin Roof Panel,,Front,Single Part
3,8-97235-326-3,ROOF SINGLE CAB,Isuzu,D-MAX,8-97235-326-3,1,5.89,6.9,0.15,"2,003","2,005",,Cabin Roof Panel,,Front,Single Part
1,8-97235-326-3,ROOF SINGLE CAB,Isuzu,D-MAX,8-97235-326-3,1,5.14,7.3,0.18,"2,003","2,005",,Cabin Roof Panel,,Front,Single Part
11,UH71-70-600,ROOF SINGLE CAB O.E.M,Ford,MAZDA / FORD,UH71-70-600,1,5.63,7.63,0.05,"1,999","2,005",,Cabin Roof Panel,,Front,Single Part
7,8-97419-992-0,ROOM LAMP,Isuzu,D-MAX,8-97419-992-0,1,0.62,0.82,0,"2,012","2,016",,Room Lamp,,Front,Single Part
15,8-97237-560-0,ROOM MIRROR,Isuzu,D-MAX,8-97237-560-0,1,0.28,0.44,0,"2,012","2,016",,Room Mirror,,Front,Single Part
16,8-98053-645-0,ROOM MIRROR SPACE CAB,Isuzu,D-MAX,8-98053-645-0,1,0.24,0.28,0.93,"2,012","2,016",,Room Mirror,,Front,Single Part
,8-97234-877-0,SEAL WEATHER STRIP,Isuzu,D-MAX,8-97234-877-0,1,0.21,0.23,0,"2,002","2,002",,Windscreen Weather Strip,,Front,Single Part
4,8-97234-878-0,SEAL WEATHERSTRIP,Isuzu,D-MAX,8-97234-878-0,1,0.2,0.2,0,"2,002","2,002",,Windscreen Weather Strip,,Front,Single Part
8,AB39-8K-618AA,SHROUD FAN,Ford,RANGER,AB39-8K-618AA,1,1.53,2.88,0.12,"2,020","2,020",,Windscreen Weather Strip,,Front,Single Part
14,FDS029 LA,SIDE BUMPER LH BK,Ford,RANGER,UH77-50-051,5,3.26,4.4,0.09,"1,999","1,999",,,,,
11,FDS066 LA,SIDE BUMPER REAR LH,Ford,ECOSPORT,CN15-17E783-ABW,1,10.84,2.02,0.24,"2,013","2,016",,,,,
,FDS066 RA,SIDE BUMPER REAR RH,Ford,ECOSPORT,CN15-17W782-ABW,1,7.89,37.71,0.18,"2,013","2,016",,,,,
,FDS029 RA,SIDE BUMPER RH BK,Ford,RANGER,UH77-50-041,5,3.42,3.98,0.1,"1,999","1,999",,,,,
10,FDSL041 NA,SIDE LAMP,Ford,FOCUS,4M5A-13-K309,10,6.63,12.03,0.03,"2,005","2,007",,,,,
2,FDSL031 LB,SIDE LAMP AMBER,Ford,RANGER,UM67-V7-175,50,16.12,2.31,0.05,"2,002","2,004",,,,,
,FDSL031 RB,SIDE LAMP AMBER,Ford,RANGER,UM67-V7-175,50,5.28,11.58,0.05,"2,002","2,004",,,,,
1,FDSL031 LA,SIDE LAMP CLEAR,Ford,RANGER,UM65-V7-175,50,11.77,16.3,0.05,"2,002","2,004",,,,,
,FDSL031 RA,SIDE LAMP CLEAR,Ford,RANGER,UM65-V7-175,50,5.15,3.75,0.05,"2,002","2,004",,,,,
9,IZSL037 NB,SIDE LAMP CRYSTAL,Isuzu,D-MAX,8-97231-378-1,20,7.29,9.86,0.04,"2,003","2,004",,,,,
14,FDSL029 LA,SIDE LAMP LH,Ford,FORD RANGER,UH81-51-120,20,0.38,0.4,0.01,"1,999","2,001",,,,,
5,AB39-13-K355AC,SIDE LAMP LH,Ford,RANGER,AB39-13-K355AC,1,0.02,0.02,0,"2,012","2,014",,Side Lamp,,Front,Left Side
14,IZSL025 LA,SIDE LAMP LH AMBER,Isuzu,TFR,8-97131-932-1,50,4.16,5.7,0.05,"1,997","1,999",,,,,
8,IZSL053 NA,SIDE LAMP R = L,Isuzu,D-MAX,8-98084-153-0,1,0.02,0.02,0.77,"2,012","2,016",,,,,
8,IZSL037 NA,SIDE LAMP R/LA,Isuzu,D-MAX/COLORADO,8-97237-378-1,20,1.13,31.35,0.06,"2,002","2,003",,,,,
14,FDSL011 NA,SIDE LAMP R=L CLEAR,Ford,FIESTA,9BVP-5NEV4-JJ,1,30.32,6.88,0.98,"2,003","2,005",,,,,
15,UR56-51-120,SIDE LAMP R=L CLEAR,Ford,RANGER,UR56-51-120,1,0.02,0.02,0,"2,006","2,008",,Side Lamp,,Front,Set
,FDSL029 RA,SIDE LAMP RH,Ford,FORD RANGER,UH81-51-120,20,0.42,0.44,0.01,"1,999","2,001",,,,,
,AB39-13-K354AC,SIDE LAMP RH,Ford,RANGER,AB39-13-K354AC,1,0.02,0.02,0.000091,"2,012","2,014",,Side Lamp,,Front,Right Side
,IZSL025 RA,SIDE LAMP RH AMBER,Isuzu,TFR,8-97131-931-1,50,4.21,5.43,0.05,"1,997","1,999",,,,,
8,UF6B-69-180A,SIDE MIRROR ASSY LH,Ford,EVEREST,UF6B-69-180A,1,1.04,2.01,0.02,"2,014","2,014",,Side Mirror,,Front,Left Side
,70-AB39-17-683JF,SIDE MIRROR ASSY LH,Ford,RANGER,AB39-17-683JF,1,7.11,5.09,0.03,"2,013","2,014",,Side Mirror,,Front,Left Side
,D6BB-17-682DA5YYW,SIDE MIRROR ASSY RH,Ford,FIESTA,D6BB-17-682DA5YYW,1,1.01,1.11,0.01,"2,013","2,014",,Side Mirror,,Front,Left Side
10,AB39-17-682TF5BJ9,SIDE MIRROR ASSY RH,Ford,RANGER,AB39-17-682TF5BJ9,1,1.53,2.05,0.03,"2,013","2,014",,Side Mirror,,Front,Right Side
,DN24-69-18Z,SIDE MIRROR LH,Ford,FIESTA,DN24-69-18Z95/DN246918Z,1,5.72,6.53,0.05,"2,013","2,013",,Side Mirror,,Front,Left Side
11,DN24-69-12Z,SIDE MIRROR RH,Ford,FIESTA,DN24-69-12ZA95/DN246912Z95,1,11.98,6.54,0.44,"2,013","2,013",,Side Mirror,,Front,Right Side
13,8-98104-560-6,SIDE PANEL 4WD LH,Isuzu,D-MAX,8-98104-560-6,1,7.92,11.56,0.31,"2,012","2,016",,SidePanel,,Front,Left Side
11,8-98104-551-5,SIDE PANEL 4WD LH STANDARD,Isuzu,ALL NEW DMAX,8-98104-551-5,1,7.36,12.44,0.35,"2,012","2,016",,SidePanel,,Front,Left Side
12,8-98104-552-4,SIDE PANEL 4WD RH STANDARD,Isuzu,ALL NEW DMAX,8-98104-552-4,1,7.55,12.7,0.35,"2,012","2,016",,SidePanel,,Front,Right Side
17,UL88-65-400,SIDE PANEL DOUBEL CAB W/HOLE RH,Ford,FORD RANGER,UL88-65-400,1,8.01,10.32,0.26,"2,003","2,005",,SidePanel,,Front,Right Side
15,UL86-65-400,SIDE PANEL DOUBEL CAB W/O HOLE RH,Ford,FORD RANGER,UL86-65-400,1,7.22,10.23,0.15,"2,003","2,005",,SidePanel,,Front,Left Side
2,UR95-65-500A,SIDE PANEL DOUBLE CAB LH W/ F.F. HOLE,Ford,RANGER,UR95-65-500A,1,14.89,21.99,0.28,"2,006","2,011",,SidePanel,,Front,Left Side
16,UL88-65-500,SIDE PANEL DOUBLE CAB LH W/ HOLE,Ford,FORD RANGER,UL88-65-500,1,8.37,10.28,0.26,"2,003","2,005",,SidePanel,,Front,Left Side
7,UH94-65-500,SIDE PANEL DOUBLE CAB LH W/O HOLE,Ford,FORD RANGER,UH94-65-500,1,8,9.88,0.17,"1,999","2,002",,SidePanel,,Front,Left Side
14,UL86-65-500,SIDE PANEL DOUBLE CAB LH W/O HOLE,Ford,FORD RANGER,UL86-65-500,1,8.48,10.22,0.26,"2,003","2,005",,SidePanel,,Front,Left Side
1,FDSP035 LB,SIDE PANEL DOUBLE CAB LH W/O HOLE,Ford,RANGER,UR93-65-500K,1,15.57,20.49,0.32,"2,006","2,011",,,,,
3,UR95-64-500A,SIDE PANEL DOUBLE CAB RH W/ F.F. HOLE,Ford,RANGER,UR95-64-500A,1,13.38,22.04,0.26,"2,006","2,011",,SidePanel,,Front,Right Side
2,FDSP035 RB,SIDE PANEL DOUBLE CAB RH W/O HOLE,Ford,RANGER,UR93-65-400L,1,12.9,21.58,0.25,"2,006","2,011",,,,,
8,UH94-65-400,SIDE PANEL DOUBLE CAB W/O HOLE RH,Ford,FORD RANGER,UH94-65-400,1,17.29,19.25,0.15,"1,999","2,002",,SidePanel,,Front,Right Side
1,IZSP049 LA,SIDE PANEL LH 4DRS WITH F/F HOLE,Isuzu,DMAX,8-97387-311-0,1,8.98,9.33,0.21,"2,007","2,007",,,,,
13,8-97356-542-0,SIDE PANEL LH 4WD,Isuzu,DMAX,8-97356-542-0/93299-710-7,1,7.93,11.69,0.25,"2,003","2,005",,SidePanel,,Front,Left Side
2,8-97387-333-0,SIDE PANEL LH DOUBLE CAB W/O HOLE OEM,Isuzu,DMAX,8-97387-333-0,1,8.15,10.67,0.19,"2,007","2,007",,SidePanel,,Front,Left Side
,IZSP049 RA,SIDE PANEL RH 4DRS WITH F/F HOLE,Isuzu,DMAX,8-97387-310-0,1,7.25,9.28,0.24,"2,007","2,007",,,,,
14,8-97356-541-0,SIDE PANEL RH 4WD,Isuzu,DMAX,8-97356-541-0,1,6.49,11.6,0.22,"2,003","2,005",,SidePanel,,Front,Right Side
,8-97387-332-0,SIDE PANEL RH DOUBLE CAB W/O HOLE OEM,Isuzu,DMAX,8-97387-332-0,1,7.35,9.63,0.2,"2,007","2,007",,SidePanel,,Front,Right Side
13,IZSP037 LA,SIDE PANEL SINGLE CAB LH,Isuzu,D-MAX,8-97236-617-0,2,6.86,10.75,0.12,"2,004","2,008",,,,,
12,IZSP037 LA,SIDE PANEL SINGLE CAB LH,Isuzu,D-MAX,8-97236-617-0,2,8.53,8.95,0.14,"2,004","2,008",,,,,
14,IZSP037 RA,SIDE PANEL SINGLE CAB RH,Isuzu,D-MAX,8-97236-313-6,2,8.57,10.01,0.12,"2,004","2,008",,,,,
,IZSP037 RA,SIDE PANEL SINGLE CAB RH,Isuzu,D-MAX,8-97236-313-6,2,9.14,9.7,0.13,"2,004","2,008",,,,,
14,8-98104-561-6,SIDE PANLE 4WD RH,Isuzu,D-MAX,8-98104-561-6,1,8.77,10.47,0.35,"2,012","2,016",,SidePanel,,Front,Right Side
,FDSK047 LA,SIDE SKIRT LH,Ford,FOCUS,BDQW-X6HRS-4O,1,9.8,3.73,1.27,"2,009","2,010",,,,,
5,FDSK047 RA,SIDE SKIRT RH,Ford,FOCUS,1S70-7ORNA-9Q,1,3.64,6.65,1.31,"2,009","2,010",,,,,
10,ST-802A IZ,SIDE STEP CLASSIC AND BASIC SIDE STEP,Isuzu,D-MAX,E25X-8T1LJ-M2,1,13.93,3.06,0.1,"2,007","2,007",,Ornament,,Back,Single Part
1,ST-805A FD,SIDE STEP HIGH QUALITY ALUMINUIM,Ford,NEW RANGER,AC-805-78,1,8.3,11.34,0.08,"2,007","2,008",,Ornament,,Back,Single Part
12,ST-805A IZ,SIDE STEP HIGH QUALITY ALUMINUIM,Isuzu,D-MAX,AC-805-78,1,11.48,12.47,0.08,"2,007","2,007",,Ornament,,Back,Single Part
1,ST-049 IZ,SIDE STEP L/R SET WITH RUBBER,Isuzu,ISUZU D-MAX,A8MO-6JH4K-3U,1,11.79,9.87,2.29,"2,006","2,010",,Ornament,,Back,Single Part
13,ST063 IZ B,SIDE STEP L/R SETS 2 TONE 4 DOOR/2.15M,Isuzu,D-MAX/ BT50,SN91-6L28I-Q8,1,7.57,8.94,0.08,"2,020","2,020",,,,,
12,ST063 IZ A,SIDE STEP L/R SETS 2 TONE EXTRA CAB/1.83M,Isuzu,D-MAX/ BT50,WGVR-0CPSE-UT,1,7.51,9.74,0.07,"2,020","2,020",,,,,
11,ST061 IZ B,SIDE STEP L/R SETS BK 4 DOOR/2.15M,Isuzu,D-MAX/ BT50,GYSA-J9CEJ-P8,1,7.74,8.77,0.09,"2,020","2,020",,,,,
10,ST061 IZ A,SIDE STEP L/R SETS BK EXTRA CAB/1.83M,Isuzu,D-MAX/ BT50,HBVJ-V6AO1-GB,1,7.79,9.84,0.08,"2,020","2,020",,,,,
14,ST-807A IZ,SIDE STEP NEW BASE FOR ALL WORK CONDITION,Isuzu,D-MAX,AC-807-78,1,6.31,10.09,0.07,"2,007","2,007",,Ornament,,Back,Single Part
10,ST-039 FD,SIDE STEP OEM STYLE,Ford,RANGER,ST-039 FD,1,15.57,13.43,0.04,"2,012","2,012",,Ornament,,Back,Single Part
2,ST051 IZ,SIDE STEP OEM TYPE 2.00 SILVER,Isuzu,D-MAX,AC-825-C,1,8.78,8.94,0.06,"2,009","2,010",,,,,
11,ST-804A IZ,SIDE STEP PREMIUM QUALITY OF,Isuzu,D-MAX,2LFD-CZW4N-4Q,1,12.36,13.7,0.07,"2,007","2,007",,Ornament,,Back,Single Part
15,ST-808A IZ,SIDE STEP PREMUIM CUSTOMIZE,Isuzu,D-MAX,AC-808-78-01,1,6.77,8.24,0.08,"2,007","2,007",,Ornament,,Back,Single Part
11,ST-049 FD,SIDE STEP ROUND WITH STEP SETS,Ford,DURATORQUE,9SVF-R3R33-CQ,1,6.31,8.72,0.05,"2,011","2,013",,Ornament,,Back,Single Part
11,ST055 IZ,SIDE STEP SET SINGLE CAB,Isuzu,D-MAX,TESX-8XAB7-97,1,6.72,7.85,0.05,"2,012","2,016",,,,,
2,ST-806A FD,SIDE STEP WITH RUBBER END CAPS,Ford,NEW RANGER,AC-806-78,1,12.67,13.11,0.08,"2,007","2,008",,Ornament,,Back,Single Part
13,ST-806A IZ,SIDE STEP WITH RUBBER END CAPS,Isuzu,D-MAX,NG1R-4WVIK-U6,1,12.41,12.79,0.06,"2,007","2,007",,Ornament,,Back,Single Part
9,8-98101-321-5,SIDE STEPS LH,Isuzu,DMAX,8-98101-321-5,1,5.48,9.49,0.15,"2,017","2,017",,Ornament,,Back,Single Part
,8-98101-322-5,SIDE STEPS RH,Isuzu,DMAX,8-98101-322-5,1,4.99,8.34,0.15,"2,017","2,017",,Ornament,,Back,Left Side
12,D6BB-17-683BA5YYW,SIDE VIEW MIRROR ASSY LH,Ford,FIESTA,D6BB-17-683BA5YYW,1,0.9,1.08,0.01,"2,014","2,014",,Side Mirror,,Front,Right Side
13,DK49-69-1N7CAA,SIDE VIEW MIRROR COVER LH,Ford,FIESTA,DK49-69-1N7CAA,1,3.85,1.99,1.8,"2,014","2,014",,Side Mirror,,Front,Left Side
13,FDBG035 SA,SLIM BUG SHEID GUARDS,Ford,RANGER,TODV-B8HBI-VQ,10,8.73,8.42,0.15,"2,007","2,008",,,,,
14,FDBG035 SC,SLIM BUG SHEID GUARDS TRSPTRANSPARENT COLORED,Ford,RANGER,M168-U8Z2I-5B,1,23.13,3.94,1.45,"2,006","2,006",,,,,
1,IZBG037 SC,SLIM BUG SHIELD GUARD COLORED,Isuzu,D-MAX,IZBG037 SC,1,5.18,5.16,0.15,"2,005","2,005",,,,,
15,IZBG037 SA,SLIM BUG SHIELD GUARD TRSP BK,Isuzu,D-MAX,IZBG037 SA,1,4.83,6.62,0.76,"2,005","2,005",,,,,
8,IZWG039 F SB,SLIM WEATHER GUARD 4D TRSP BK,Isuzu,D-MAX,IZWG039 F SB,1,3.22,14.31,0.33,"2,005","2,005",,,,,
9,IZWG039 R SB,SLIM WEATHER GUARD 4D TRSP BK,Isuzu,D-MAX,IZWG039 R SB,1,14.85,17.41,0.85,"2,005","2,005",,,,,
10,IZWG039 SB,SLIM WEATHER GUARD 4D TRSP BK,Isuzu,D-MAX,IZWG039 SB,1,15.03,16.28,0.53,"2,005","2,005",,,,,
6,FDBL043 NA,SPOILER LAMP,Ford,FOCUS 5 Door,CE5Y-5POWR-Q7,1,9.07,8.63,2,"2,005","2,006",,,,,
7,RB-709SSA IZ,SPORT ROLL BAR STAINLESS,Isuzu,D-MAX,PEL7-GQ7EW-FF,1,13.54,12.16,0.17,"2,007","2,007",,Center Bearing Support,,Front,Single Part
4,RB-709SSB MZ,SPORT ROLL BAR STANLESS,Ford,OPEN CAB,G9ME-260MV-3W,1,5.19,0.71,1.43,"2,002","2,005",,Center Bearing Support,,Front,Single Part
18,UR56-50-22X-A,STAIR SET,Ford,DURATORQ,UR56-50-22X-A,1,0.7,0.6,0.01,"2,006","2,007",,Center Bearing Support,,Front,Single Part
,UH93-50-090A,"STAY(LH),FRONT BUMPER",Ford,RANGER,UH93-50-090A,1,10.06,4.85,1.05,"2,006","2,006",,Bumper,,Front,Left Side
12,UH93-50-080A,"STAY(RH),FRONT BUMPER",Ford,RANGER,UH93-50-080A,1,3.69,19.2,0.46,"2,006","2,006",,Bumper,,Front,Right Side
18,8-97362-229-0,STAYING HOOD FRT. END,Isuzu,D-MAX,8-97362-229-0,1,0.39,0.36,0,"2,002","2,005",,Hood,,Front,Single Part
18,8-98161-123-0,STEEL PANEL UPPER,Isuzu,ALL NEW DMAX,8-98161-123-0,1,1.04,1.55,0.03,"2,012","2,016",,Front Panel,,Front,Single Part
16,8-97357-924-0,STEP PAD (REAR BUMPER),Isuzu,DMAX,8-97357-924-0,1,0.31,0.5,0,"2,003","2,005",,Bumper,,Back,Single Part
,8-97357-925-0,STEP PAD (REAR BUMPER),Isuzu,DMAX,8-97357-925-0,1,0.34,0.55,0,"2,003","2,005",,Bumper,,Back,Single Part
8,FDBL013 NA,STOP LAMP,Ford,FIESTA,8A61-13A613-AA,1,14.3,8.87,2.38,"2,009","2,010",,,,,
7,FDBL013 NA,STOP LAMP,Ford,FIESTA,8A61-13A613-AA,1,11.08,1.15,0.47,"2,009","2,010",,,,,
5,UF0L-51-580B,STOP LAMP (HMSL - S*,Ford,EVEREST,UF0L-51-580B,1,13.79,4.55,0.35,"2,011","2,014",,Tail Lamp,,Back,Single Part
3,PF1E-BA-40410A,TAIL GATE,Ford,FOCUS,PF1E-BA-40410AC,1,12.65,20.55,0.62,"2,015","2,015",,Rear Gate,,Back,Single Part
9,FDT039 NA,TAIL GATE,Ford,RANGER,UC9M-65610F,1,14.45,21.16,0.64,"2,011","2,013",,,,,
6,8-97940-399-0,TAIL GATE,Isuzu,TFR,8-97940-399-0,1,11.68,10.66,0.09,"1,999","1,999",,Rear Gate,,Back,Single Part
8,FDT087 NA,TAIL GATE DOUBLE CAB,Ford,RANGER,N1WZ-264-0110B,1,5.15,9.77,1.01,"2,022","2,022",,,,,
6,FDRC035 NB,TAIL GATE HANDLE COVER CHROME,Ford,RANGER DURATORQ,W90I-HILRV-0U,1,0.06,0.12,0,"2,007","2,008",,,,,
7,FDRC035 NC,TAIL GATE HANDLE COVER COLOR,Ford,RANGER DURATORQ,ZZLC-YVQCG-IU,1,13.83,2.99,0.09,"2,007","2,008",,,,,
5,FDRC035 NA,TAIL GATE HANDLE COVER MAT,Ford,RANGER DURATORQ,XCD4-EGN18-ZQ,1,2.7,11.96,0.04,"2,007","2,008",,,,,
11,FDT035 NA,TAIL GATE MAZDA/FORD 4 DOOR,Ford,MAZDA BT-50 / FORD,UR56-65-610H,1,12.56,15.13,0.08,"2,006","2,008",,,,,
5,FDT035 NA,TAIL GATE MAZDA/FORD 4 DOOR,Ford,MAZDA BT-50 / FORD,UR56-65-610H,1,12.28,12.61,0.08,"2,006","2,008",,,,,
2,IZT037 NB,TAIL GATE MIDDLE OPENER,Isuzu,D-MAX SPACE CAP,8-97323-646-3,1,22.39,23.25,0.05,"2,002","2,003",,,,,
7,IZT049 NA,TAIL GATE MIDDLE OPENER,Isuzu,D-MAX,8-97387-378-0,1,10.96,15.97,0.06,"2,007","2,008",,,,,
7,8-98386-414-2,TAIL GATE MIDDLE OPENER,Isuzu,D-MAX,8-98386-414-2,1,6.89,8.57,0.11,"2,019","2,019",,Rear Gate,,Back,Single Part
7,8-98386-414-2,TAIL GATE MIDDLE OPENER,Isuzu,D-MAX,8-98386-414-2,1,7.37,10.35,0.11,"2,019","2,023",,Rear Gate,,Back,Single Part
3,IZT057 NA,TAIL GATE MIDDLE OPENER W/CAMERA HOLE,Isuzu,D-MAX,8-98272-985-2,1,10.03,10.64,0.28,"2,016","2,016",,,,,
2,IZT055 NA,TAIL GATE MIDDLE OPENNER,Isuzu,D-MAX,8-98104-332-0,1,13.08,16,0.07,"2,012","2,016",,,,,
